query_id,candidate_name,place_name,district,in_raw_top50,best_raw_rank,raw_candidate_count
OH_20260521_1410_구로구_베다니교회앞_OH_0114,오세훈,베다니교회 앞,구로구,False,,50
OH_20260521_1530_성북구_성신여대입구_OH_0115,오세훈,성신여대입구,성북구,False,,50
OH_20260521_1730_동대문구_경동시장_OH_0116,오세훈,경동시장,동대문구,True,4,50
OH_20260521_1800_동대문구_청량리역사거리_OH_0117,오세훈,청량리역사거리,동대문구,False,,50
OH_20260521_2000_강남구_강남역_OH_0118,오세훈,강남역,강남구,False,,50
OH_20260522_0730_동작구_보라매공원_OH_0119,오세훈,보라매공원,동작구,False,,50
OH_20260522_1000_광진구_능동어린이대공원_OH_0120,오세훈,능동어린이대공원,광진구,True,9,44
OH_20260522_1030_광진구_건대입구롯데백화점앞_OH_0121,오세훈,건대입구 롯데백화점 앞,광진구,True,10,50
OH_20260522_1130_성동구_뚝도시장_OH_0122,오세훈,뚝도시장,성동구,True,10,22
OH_20260522_1150_성동구_성수역사거리_OH_0123,오세훈,성수역 사거리,성동구,False,,50
OH_20260522_1220_성동구_성수역일대_OH_0124,오세훈,성수역 일대,성동구,False,,50
OH_20260522_1400_용산구_용문전통시장_OH_0125,오세훈,용문전통시장,용산구,True,9,44
OH_20260522_1500_동작구_남성시장_OH_0126,오세훈,남성시장,동작구,True,5,50
OH_20260522_1530_동작구_이수역14번출구_OH_0127,오세훈,이수역 14번 출구,동작구,False,,50
OH_20260522_1730_영등포구_영등포지하상가_OH_0128,오세훈,영등포 지하상가,영등포구,False,,26
OH_20260522_1900_마포구_홍대상상마당_OH_0129,오세훈,홍대상상마당,마포구,False,,50
OH_20260524_1500_중구_돈화문사거리_OH_0134,오세훈,돈화문 사거리,중구,False,,50
OH_20260524_1630_중랑구_동원시장_OH_0135,오세훈,동원시장,중랑구,False,,50
OH_20260524_2000_서초구_잠수교_OH_0137,오세훈,잠수교,서초구,False,,50
OH_20260525_0820_관악구_서울농산관_OH_0138,오세훈,서울농산관,관악구,False,,50
OH_20260525_1000_도봉구_도봉산입구_OH_0139,오세훈,도봉산 입구,도봉구,False,,32
OH_20260525_1030_도봉구_방학역_OH_0140,오세훈,방학역,도봉구,False,,50
OH_20260525_1130_노원구_경춘선숲길_OH_0141,오세훈,경춘선 숲길,노원구,True,10,16
OH_20260525_1400_중구_백학시장_OH_0142,오세훈,백학시장,중구,False,,50
OH_20260525_1430_중구_신당역_OH_0143,오세훈,신당역,중구,False,,50
OH_20260525_1530_광진구_어린이대공원_OH_0144,오세훈,어린이대공원,광진구,True,9,47
OH_20260525_1700_강남구_수서역만남의광장_OH_0145,오세훈,수서역 만남의 광장,강남구,False,,50
OH_20260525_1740_강남구_개포동시장_OH_0146,오세훈,개포동 시장,강남구,False,,50
OH_20260525_1930_성동구_성수동골목상권_OH_0147,오세훈,성수동 골목상권,성동구,False,,19
JG_20260310_1740_중구_황학시장입구_JG_0006,정원오,황학시장 입구,중구,False,,50
JG_20260311_1510_영등포구_영등포전통시장남문_JG_0009,정원오,영등포전통시장 남문,영등포구,True,7,26
JG_20260311_1620_영등포구_대림중앙시장_JG_0010,정원오,대림중앙시장,영등포구,True,8,26
JG_20260312_1600_강서구_방신전통시장_JG_0015,정원오,방신전통시장,강서구,True,9,50
JG_20260312_1725_강서구_남부골목시장_JG_0016,정원오,남부골목시장,강서구,True,5,50
JG_20260313_1410_노원구_상계중앙시장_JG_0017,정원오,상계중앙시장,노원구,True,10,50
JG_20260313_1450_노원구_구립수락노인종합복지관_JG_0018,정원오,구립수락노인종합복지관,노원구,False,,25
JG_20260313_1530_노원구_공릉도깨비시장_JG_0019,정원오,공릉도깨비시장,노원구,False,,50
JG_20260316_1300_구로구_남구로시장_JG_0021,정원오,남구로시장,구로구,True,5,13
JG_20260316_1400_구로구_궁동종합사회복지관_JG_0022,정원오,궁동종합사회복지관,구로구,False,,15
JG_20260317_1400_마포구_망원시장월드컵시장_JG_0025,정원오,"망원시장, 월드컵시장",마포구,True,8,24
JG_20260319_1000_송파구_잠실학생체육관_JG_0026,정원오,잠실학생체육관,송파구,False,,50
JG_20260324_1700_종로구_세종대로사거리광화문광장_JG_0031,정원오,세종대로 사거리 광화문 광장,종로구,False,,50
JG_20260324_1740_종로구_세종마을음식문화거리_JG_0032,정원오,세종마을 음식문화거리,종로구,True,8,40
JG_20260325_1720_광진구_중곡제일골목시장_JG_0034,정원오,중곡제일골목시장,광진구,True,5,50
JG_20260325_1815_광진구_건대맛의거리_JG_0035,정원오,건대 맛의거리,광진구,False,,50
JG_20260326_1600_관악구_도림천_JG_0037,정원오,도림천,관악구,False,,50
JG_20260326_1615_관악구_신원시장_JG_0038,정원오,신원시장,관악구,True,7,50
JG_20260328_1250_성동구_응봉산팔각정_JG_0041,정원오,응봉산 팔각정,성동구,False,,50
JG_20260330_1100_동작구_노량진수산시장_JG_0045,정원오,노량진수산시장,동작구,True,1,50
JG_20260331_1130_동대문구_장안동벚꽃길_JG_0046,정원오,장안동 벚꽃길,동대문구,False,,50
JG_20260402_1600_양천구_파리공원_JG_0048,정원오,파리공원,양천구,False,,50
JG_20260404_1000_노원구_마들스포츠타운_JG_0052,정원오,마들스포츠타운,노원구,False,,50
JG_20260405_1740_양천구_양재천수변무대일대_JG_0054,정원오,양재천 수변무대 일대,양천구,False,,50
JG_20260406_1630_강북구_수유시장_JG_0057,정원오,수유시장,강북구,True,10,13
JG_20260406_1800_성북구_성북천상점가_JG_0058,정원오,성북천 상점가,성북구,False,,24
JG_20260407_1540_동작구_남성사계시장_JG_0062,정원오,남성사계시장,동작구,True,5,50
JG_20260407_1640_동작구_성대전통시장_JG_0063,정원오,성대전통시장,동작구,True,4,50
JG_20260408_1700_서대문구_영천시장_JG_0067,정원오,영천시장,서대문구,True,9,23
JG_20260408_1755_서대문구_홍제천인공폭포_JG_0068,정원오,홍제천 인공폭포,서대문구,False,,50
JG_20260409_1500_중랑구_동원시장_JG_0071,정원오,동원시장,중랑구,False,,50
JG_20260409_1550_중랑구_우림시장_JG_0072,정원오,우림시장,중랑구,False,,50
JG_20260415_1055_종로구_북촌의봄_JG_0081,정원오,북촌의 봄,종로구,False,,39
JG_20260417_0730_송파구_가락몰농수산물시장_JG_0085,정원오,가락몰 농수산물시장,송파구,False,,50
JG_20260417_1530_강동구_명일동싱크홀현장_JG_0089,정원오,명일동 싱크홀 현장,강동구,False,,50
JG_20260417_1600_강동구_고덕비즈밸리_JG_0090,정원오,고덕비즈밸리,강동구,False,,50
JG_20260417_1635_강동구_고덕비즈밸리역공사현장_JG_0091,정원오,고덕비즈밸리역 공사현장,강동구,False,,50
JG_20260419_1440_노원구_불암산철쭉동산_JG_0092,정원오,불암산철쭉동산,노원구,False,,50
JG_20260422_1800_은평구_불광천_JG_0100,정원오,불광천,은평구,False,,50
JG_20260424_1445_성동구_아지오성수점_JG_0104,정원오,아지오 성수점,성동구,False,,19
JG_20260424_1650_성동구_금남시장_JG_0105,정원오,금남시장,성동구,True,9,19
JG_20260425_0900_서초구_잠수대교남단_JG_0106,정원오,잠수대교 남단,서초구,False,,50
JG_20260425_1140_중구_남대문시장_JG_0107,정원오,남대문시장,중구,True,1,50
JG_20260426_1155_영등포구_광야홈리스복지센터_JG_0109,정원오,광야홈리스복지센터,영등포구,False,,21
JG_20260427_1020_서초구_광수약국_JG_0110,정원오,광수약국,서초구,False,,50
JG_20260427_1100_서초구_서울고속버스터미널지하상가_JG_0111,정원오,서울고속버스터미널 지하상가,서초구,False,,50
JG_20260429_1050_성북구_장위14주택재개발구역_JG_0119,정원오,장위14주택재개발구역,성북구,False,,50
JG_20260429_1200_성북구_정릉공영차고지_JG_0121,정원오,정릉공영차고지,성북구,False,,50
JG_20260430_0500_양천구_신정차량사업소_JG_0123,정원오,신정차량사업소,양천구,False,,50
JG_20260430_0540_양천구_양천공영차고지_JG_0124,정원오,양천공영차고지,양천구,False,,50
JG_20260430_1500_금천구_금천현대시장_JG_0130,정원오,금천 현대시장,금천구,False,,50
JG_20260501_1400_마포구_여의도공원10번출구_JG_0132,정원오,여의도공원 10번 출구,마포구,False,,50
JG_20260502_0700_마포구_마포구월드컵로251_JG_0133,정원오,마포구 월드컵로 251,마포구,False,,19
JG_20260502_1000_동대문구_밥퍼나눔운동본부_JG_0134,정원오,밥퍼나눔운동본부,동대문구,False,,24
JG_20260503_0830_용산구_효창운동장_JG_0136,정원오,효창운동장,용산구,False,,50
JG_20260504_1430_영등포구_한국거래소_JG_0142,정원오,한국거래소,영등포구,False,,50
JG_20260505_1100_광진구_서울어린이대공원_JG_0143,정원오,서울어린이대공원,광진구,True,9,44
JG_20260505_1300_송파구_잠실종합운동장_JG_0144,정원오,잠실종합운동장,송파구,False,,14
JG_20260506_1040_중구_장충체육관_JG_0146,정원오,장충체육관,중구,False,,25
JG_20260507_1600_송파구_송파거여새마을지구공공재개발현장_JG_0154,정원오,송파 거여새마을지구 공공재개발 현장,송파구,False,,50
JG_20260507_1700_송파구_새마을전통시장_JG_0155,정원오,새마을전통시장,송파구,True,8,50
JG_20260508_1500_강남구_개포우성7차아파트1015105_JG_0158,정원오,개포우성7차아파트 1015~105동 사이,강남구,False,,50
JG_20260509_1145_영등포구_샛강생태공원_JG_0160,정원오,샛강생태공원,영등포구,False,,50
JG_20260509_1330_영등포구_여의도공원3동무궁화화장실앞_JG_0161,정원오,여의도공원 3동 무궁화화장실 앞,영등포구,False,,20
JG_20260511_1000_강서구_마곡lg사이언스파크isc동_JG_0167,정원오,마곡 LG사이언스파크 ISC동,강서구,False,,15
JG_20260514_1400_중구_투썸플레이스정동길점_JG_0177,정원오,투썸플레이스 정동길점,중구,False,,50
JG_20260515_1440_중랑구_먹골역7번출구앞_JG_0181,정원오,먹골역 7번출구 앞,중랑구,False,,50
JG_20260516_1000_송파구_잠실실내체육관_JG_0184,정원오,잠실실내체육관,송파구,False,,14
JG_20260516_1230_성동구_성수역3번출구앞_JG_0185,정원오,성수역 3번출구 앞,성동구,False,,19
JG_20260516_1840_종로구_황인재문_JG_0186,정원오,황인재문,종로구,False,,50
JG_20260517_1000_강남구_gtxa삼성역부실공사현장_JG_0187,정원오,GTX-A 삼성역 부실공사 현장,강남구,False,,50
JG_20260518_1330_종로구_청년서울살이현장_JG_0192,정원오,청년서울살이 현장,종로구,False,,50
JG_20260518_1850_종로구_대학로마로니에공원_JG_0194,정원오,대학로 마로니에공원,종로구,True,10,30
JG_20260519_1330_양천구_목동재건축현장_JG_0198,정원오,목동 재건축 현장,양천구,False,,50
JG_20260521_0000_광진구_동서울우편집중국_JG_0202,정원오,동서울우편집중국,광진구,False,,50
JG_20260521_1320_광진구_청년안심주택_JG_0205,정원오,청년안심주택,광진구,False,,50
JG_20260521_1450_강남구_gtxa삼성역부실공사현장_JG_0207,정원오,GTX-A 삼성역 부실공사 현장,강남구,False,,50
JG_20260521_1530_서초구_고속터미널_JG_0208,정원오,고속터미널,서초구,True,5,50
JG_20260521_1800_강남구_강남스퀘어_JG_0210,정원오,강남스퀘어,강남구,False,,50
JG_20260522_1130_중랑구_면목역광장_JG_0212,정원오,면목역 광장,중랑구,False,,50
JG_20260522_1140_중랑구_동일시장_JG_0213,정원오,동일시장,중랑구,False,,50
JG_20260522_1330_노원구_롯데백화점앞_JG_0214,정원오,롯데백화점 앞,노원구,False,,50
JG_20260522_1440_노원구_상계보람아파트_JG_0215,정원오,상계보람아파트,노원구,False,,50
JG_20260522_1700_도봉구_박영선지역유세장_JG_0217,정원오,박영선 지역유세장,도봉구,False,,50
JG_20260522_1710_도봉구_중앙시장_JG_0218,정원오,중앙시장,도봉구,False,,40
JG_20260522_1900_용산구_용산역_JG_0219,정원오,용산역,용산구,False,,50
JG_20260523_0900_도봉구_도봉산입구_JG_0220,정원오,도봉산 입구,도봉구,False,,50
JG_20260523_0950_도봉구_도봉산길_JG_0221,정원오,도봉산길,도봉구,False,,32
JG_20260523_1100_은평구_연신내역_JG_0222,정원오,연신내역,은평구,True,7,50
JG_20260523_1140_은평구_연신내역_JG_0223,정원오,연신내역,은평구,True,7,50
JG_20260523_1500_서대문구_홍제역_JG_0225,정원오,홍제역,서대문구,False,,50
JG_20260523_1550_서대문구_홍제역_JG_0226,정원오,홍제역,서대문구,False,,50
JG_20260523_1800_마포구_상암_JG_0227,정원오,상암,마포구,False,,50
JG_20260523_1810_마포구_홍대거리_JG_0228,정원오,홍대거리,마포구,False,,24
JG_20260524_1400_광진구_어린이대공원_JG_0230,정원오,어린이대공원,광진구,True,9,47
JG_20260524_1440_광진구_어린이대공원_JG_0231,정원오,어린이대공원,광진구,True,9,47
JG_20260524_1500_광진구_재개발재건축현장_JG_0232,정원오,재개발·재건축 현장,광진구,False,,50
JG_20260524_1530_강동구_천호공원_JG_0233,정원오,천호공원,강동구,False,,18
JG_20260524_1640_강동구_재개발재건축현장_JG_0235,정원오,재개발·재건축 현장,강동구,False,,50
JG_20260524_1740_송파구_재개발재건축현장_JG_0236,정원오,재개발·재건축 현장,송파구,False,,50
JG_20260524_1800_강동구_성내전통시장_JG_0237,정원오,성내전통시장,강동구,True,9,15
JG_20260525_1000_강서구_마곡나루역_JG_0238,정원오,마곡나루역,강서구,False,,50
JG_20260525_1050_강서구_서울식물원_JG_0239,정원오,서울식물원,강서구,True,1,15
JG_20260525_1240_양천구_현대백화점목동점_JG_0240,정원오,현대백화점 목동점,양천구,False,,50
JG_20260525_1430_금천구_시티렉스앞_JG_0242,정원오,시티렉스 앞,금천구,False,,50
JG_20260525_1600_영등포구_영등포재개발재건축현장_JG_0243,정원오,영등포 재개발·재건축 현장,영등포구,True,7,50
JG_20260525_1630_영등포구_타임스퀘어_JG_0244,정원오,타임스퀘어,영등포구,False,,50
