query_id,candidate_name,date,time,district,place_type,target_voter_group,context_tags,raw_rank,recommended_place_name,recommended_district,recommended_place_type,baseline_score,place_id,candidate_source
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,33,도산근린공원,강남구,park,0.5757,46,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,34,GTX연신849광장(구 물빛공원),은평구,park,0.5753,123,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,35,낙성대(강감찬),관악구,subway,0.5749,202602_2호선_낙성대(강감찬),subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,36,사당,동작구,subway,0.5744,202602_2호선_사당,subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,37,허브천문공원,강동구,park,0.5742,122,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,38,탑골근린공원,종로구,park,0.5734,42,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,39,간데메근린공원,동대문구,park,0.5732,14,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,40,금천체육공원(관악산),금천구,park,0.5731,95,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,41,자매근린공원,영등포구,park,0.5698,51,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,42,구의(광진구청),광진구,subway,0.5673,202602_2호선_구의(광진구청),subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,43,부천,,subway,0.5664,202602_경인선_부천,subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,44,외국인묘지공원,마포구,park,0.565,70,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,45,역곡,,subway,0.5647,202602_경인선_역곡,subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,46,샛마을근린공원,강동구,park,0.5638,12,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,47,봉천,관악구,subway,0.561,202602_2호선_봉천,subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,48,강남,강남구,subway,0.554,202602_2호선_강남,subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,49,서울대공원,,park,0.5511,3,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,50,경춘선숲길,노원구,park,0.5485,128,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,1,봉은공원,강남구,park,0.7451,64,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,2,월드컵공원,마포구,park,0.7425,5,park
