commercial_id,base_year_quarter_code,commercial_code,commercial_name,total_flow,age_20_flow,age_30_flow,age_40_flow,age_60_plus_flow,flow_06_11,flow_11_14,flow_14_17,flow_17_21,age_20_40_flow,age_20_40_ratio,age_60_plus_ratio,morning_flow_score,afternoon_flow_score
20222_3110775,20222,3110775,대동초등학교,309395,28720,47219,55837,82879,59418,30464,31302,49162,131776,0.425915,0.267874,0.192046,0.358532
20222_3110774,20222,3110774,당산반도유보라팰리스아파트,478308,77910,94676,76536,80732,105469,58311,55703,79084,249122,0.52084,0.168787,0.220504,0.403711
20222_3110773,20222,3110773,당산역 13번,87762,18568,20923,14635,14397,17129,13141,13984,18380,54126,0.616736,0.164046,0.195176,0.518505
20222_3110772,20222,3110772,신우어린이공원,321287,38109,50313,54987,78787,62976,27759,28568,45841,143409,0.446358,0.245223,0.196012,0.317996
20222_3110771,20222,3110771,대림역 11번,423149,40345,70553,76602,115374,76405,46437,50541,79260,187500,0.443106,0.272656,0.180563,0.416492
20222_3110770,20222,3110770,영등포구청역 6번,649556,117553,144036,93889,146760,131248,81158,79441,104537,355478,0.547263,0.225939,0.202058,0.40818
20222_3110769,20222,3110769,대림차이나타운(대림역 12번),517724,48467,83118,91721,141768,95150,53400,56275,91814,223306,0.431322,0.273829,0.183785,0.389182
20222_3110768,20222,3110768,도림2동유수지내체육시설,222173,33616,49382,34432,48551,44341,21495,20801,32546,117430,0.528552,0.218528,0.199579,0.336864
20222_3110767,20222,3110767,도림동주민센터,253570,39078,58694,43482,53083,52200,28046,27968,43647,141254,0.557061,0.209343,0.20586,0.393032
20222_3110766,20222,3110766,대림역 5번,1230753,148539,209342,208623,303532,245093,152640,155061,238242,566504,0.460291,0.246623,0.199141,0.443585
20222_3110765,20222,3110765,문래동사거리,325251,49621,66085,58203,72508,63294,48847,53740,72379,173909,0.534692,0.222929,0.1946,0.537941
20222_3110764,20222,3110764,문래역 3번,56526,7641,11278,10820,10560,12778,10969,10573,9733,29739,0.526112,0.186817,0.226055,0.553285
20222_3110763,20222,3110763,영등포구청역 2번,500450,80693,114713,88118,88296,101834,80553,80240,95299,283524,0.566538,0.176433,0.203485,0.511723
20222_3110762,20222,3110762,선유도역 1번,1837143,329516,485691,312825,269835,400751,254868,250864,287439,1128032,0.614014,0.146878,0.218138,0.431742
20222_3110761,20222,3110761,문래동남성맨션,186960,27476,37187,33584,41775,36368,27138,29687,40661,98247,0.525497,0.223444,0.194523,0.521427
20222_3110760,20222,3110760,선유도역 6번,772011,135998,206142,137149,96285,176799,116018,110680,120174,479289,0.620832,0.12472,0.229011,0.44931
20222_3110759,20222,3110759,문래예술촌(문래창작촌),3338591,432453,630493,638115,694515,696656,532697,548378,683507,1701061,0.509515,0.208026,0.208668,0.528541
20222_3110758,20222,3110758,문래소공원,358095,41352,75722,71126,47781,77413,43431,40734,54383,188200,0.525559,0.133431,0.21618,0.386903
20222_3110757,20222,3110757,양평역 2번,205887,29267,48379,41572,34495,43476,26336,26956,34409,119218,0.579046,0.167543,0.211164,0.425967
20222_3110756,20222,3110756,문래중학교,215909,25132,50491,39341,37430,44212,24813,25023,32506,114964,0.532465,0.17336,0.204771,0.381374
20222_3110755,20222,3110755,동일여자고등학교,266436,26860,30972,41226,72785,54385,32455,34207,46253,99058,0.371789,0.27318,0.20412,0.423798
20222_3110754,20222,3110754,삼성산자연공원(서울금천초등학교),1509782,200714,227929,226125,404810,308191,149674,147345,223906,654768,0.433684,0.268125,0.204129,0.345033
20222_3110753,20222,3110753,시흥동 은행나무사거리,1004669,113765,120854,150182,309707,196715,96864,94835,157686,384801,0.383013,0.308268,0.195801,0.347761
20222_3110752,20222,3110752,한울중학교,781327,89558,115379,116167,212017,155755,79867,81084,125701,321104,0.410973,0.271355,0.199347,0.366878
20222_3110751,20222,3110751,난곡중학교,1009017,151997,173800,148653,251954,208918,111046,108479,158659,474450,0.47021,0.249702,0.207051,0.374804
20222_3110750,20222,3110750,시흥4동주민센터(서울신흥초등학교),876889,100951,123477,128023,267054,195278,90008,89266,123114,352451,0.401933,0.304547,0.222694,0.344842
20222_3110749,20222,3110749,금산초등학교(금천고등학교),608378,64844,88108,99138,157766,134802,56401,49506,73880,252090,0.414364,0.259322,0.221576,0.295519
20222_3110748,20222,3110748,백산초등학교,374387,42243,50420,52880,89666,72791,42221,42510,62671,145543,0.38875,0.239501,0.194427,0.393716
20222_3110747,20222,3110747,석수역 1번 출입구,156529,19509,25053,25328,40811,32928,20183,21377,30018,69890,0.446499,0.260725,0.210364,0.457283
20222_3110746,20222,3110746,금천금빛공원(은행나무사거리서측),210408,33211,28673,30637,52186,40426,23698,24573,40660,92521,0.439722,0.248023,0.192131,0.42266
20222_3110745,20222,3110745,독산동정훈단지,417513,53724,69692,65205,105694,82755,44238,45068,71795,188621,0.451773,0.253151,0.198209,0.385859
20222_3110744,20222,3110744,독산동성당,1614892,211247,262420,242334,427595,318075,161508,162740,261201,716001,0.443374,0.264782,0.196964,0.362531
20222_3110743,20222,3110743,시흥초등학교(시흥1동우체국),890975,112407,127477,133318,257965,175675,94602,93465,146596,373202,0.418869,0.289531,0.197172,0.375614
20222_3110742,20222,3110742,KT금천빌딩(금천구시설관리공단),70863,6606,10109,11134,15104,14611,11451,12065,14064,27849,0.392998,0.213144,0.206187,0.530319
20222_3110741,20222,3110741,독산2동주민센터,626260,91248,114522,97823,151202,131812,60511,58655,88211,303593,0.484772,0.241436,0.210475,0.331136
20222_3110740,20222,3110740,금천해태공원,1555593,224192,225130,227338,451205,293650,164718,170238,256310,676660,0.434985,0.290053,0.18877,0.38009
20222_3110739,20222,3110739,시흥3동 우편취급국,29944,2817,4062,5002,7059,7000,4842,4794,5475,11881,0.396774,0.23574,0.23377,0.504642
20222_3110738,20222,3110738,문성초등학교,888302,129917,158475,137327,223217,166555,101505,106102,157333,425719,0.47925,0.251285,0.187498,0.410829
20222_3110737,20222,3110737,금천세무서,1570345,270344,323295,274556,302756,328477,162464,161734,245259,868195,0.552869,0.192796,0.209175,0.362632
20222_3110736,20222,3110736,독산119안전센터,813336,120756,149634,129813,195790,162249,88359,88719,135728,400203,0.492051,0.240725,0.199486,0.384596
20222_3110735,20222,3110735,말미고개,1095627,163689,199083,168060,278284,220075,105511,104301,158909,530832,0.484501,0.253995,0.200867,0.336539
20222_3110734,20222,3110734,금천파출소,22825,3410,4888,3620,4832,3911,2979,3293,5230,11918,0.522147,0.211698,0.171347,0.503921
20222_3110733,20222,3110733,금천어울림복지센터,238521,35440,44016,40561,50160,45221,27823,28023,44677,120017,0.503172,0.210296,0.189589,0.421443
20222_3110732,20222,3110732,가산초등학교(세일중학교),359003,68090,73710,56547,71003,76301,46092,46009,63941,198347,0.552494,0.197778,0.212536,0.434654
20222_3110731,20222,3110731,금천구청역 1번 출입구,445931,67326,74566,70305,115605,87284,66018,71354,93999,212197,0.475852,0.259244,0.195734,0.518849
20222_3110730,20222,3110730,서울축산농협 독산역지점(독산파출소),540242,106324,134292,79465,90866,115235,56065,54167,81229,320081,0.592477,0.168195,0.213303,0.354399
20222_3110729,20222,3110729,가산동우체국,607517,157943,156169,93294,96592,126708,70340,70753,102153,407406,0.670608,0.158995,0.208567,0.400394
20222_3110728,20222,3110728,두산초등학교,172975,32907,39757,28992,29295,38534,21823,20859,26794,101656,0.587692,0.16936,0.222772,0.401653
20222_3110727,20222,3110727,독산역 1번 출입구,379026,79980,98825,55868,57655,83350,44040,43515,60559,234673,0.619147,0.152114,0.219906,0.390775
20222_3110726,20222,3110726,금천철쭉어린이공원(금하마을),247945,30746,36335,39304,56356,52759,28795,30607,44955,106385,0.429067,0.227292,0.212785,0.420888
20222_3110725,20222,3110725,가산동주민센터,215475,53919,55992,40262,26249,45499,36933,37619,40972,150173,0.696939,0.121819,0.211157,0.536136
20222_3110724,20222,3110724,금천구립가산도서관,618327,153669,179957,98956,84903,134625,62656,59747,83788,432582,0.699601,0.137311,0.217725,0.333466
20222_3110723,20222,3110723,가산디지털단지역 1번 출입구,304226,52316,60957,59412,57353,69255,45787,45865,55203,172685,0.567621,0.188521,0.227643,0.482717
20222_3110722,20222,3110722,G타워,356030,106207,110947,62681,31882,79105,47308,45202,49903,279835,0.785987,0.089549,0.222186,0.400003
20222_3110721,20222,3110721,가리봉파출소,1125484,288957,311944,185774,154503,240437,133579,134364,171164,786675,0.698966,0.137277,0.21363,0.390149
20222_3110720,20222,3110720,대림역 2번,1053952,100415,164838,175268,286105,207241,112984,119555,185996,440521,0.417971,0.271459,0.196632,0.39711
20222_3110719,20222,3110719,영서중학교,309623,48681,67952,65935,45253,69716,57648,54661,48256,182568,0.589646,0.146155,0.225164,0.518582
20222_3110718,20222,3110718,한국SGI본부,969034,175451,216033,160614,195931,195496,133439,140391,196460,552098,0.569741,0.202192,0.201743,0.485318
20222_3110717,20222,3110717,남구로역 2번,3006486,331271,559684,576159,723343,613984,308038,299727,440058,1467114,0.487983,0.240594,0.20422,0.348521
20222_3110716,20222,3110716,구로나눔길,410540,51024,63002,70245,98704,81747,47413,46685,67009,184271,0.44885,0.240425,0.199121,0.392427
20222_3110715,20222,3110715,구로구민회관,295090,44259,55135,50415,56595,61966,40262,38474,48442,149809,0.507672,0.191789,0.20999,0.43098
20222_3110714,20222,3110714,구로4동주민센터,1542419,149092,217851,259985,440959,298002,181883,188358,267108,626928,0.406458,0.285888,0.193204,0.413214
20222_3110713,20222,3110713,구로보건소,2826905,369811,538974,463268,676265,569901,339948,341860,483536,1372053,0.485355,0.239225,0.201599,0.412233
20222_3110712,20222,3110712,남구로역 5번,2086279,211618,334947,389839,585470,400895,220088,225558,357374,936404,0.448839,0.280629,0.192158,0.384905
20222_3110711,20222,3110711,구로초등학교,1294880,156034,208453,237620,317264,274537,157523,161262,206279,602107,0.464991,0.245014,0.212017,0.405492
20222_3110710,20222,3110710,남구로역 3번,2357426,292879,403118,450181,593521,476627,279153,282750,402541,1146178,0.486199,0.251767,0.202181,0.409109
20222_3110709,20222,3110709,구로119안전센터,1290144,155372,221666,216985,344667,268005,136708,128864,193141,594023,0.460432,0.267154,0.207733,0.355552
20222_3110708,20222,3110708,화원어린이공원,353392,44422,63931,61946,90620,70840,38576,38748,61153,170299,0.481898,0.256429,0.200457,0.391851
20222_3110707,20222,3110707,구로창업지원센터,1127802,104843,160847,193868,237019,226185,183494,186611,219921,459558,0.407481,0.21016,0.200554,0.523165
20222_3110706,20222,3110706,그라운드 고척,294212,51740,35699,42532,59926,55905,41251,43119,58296,129971,0.44176,0.203683,0.190016,0.484909
20222_3110705,20222,3110705,고산초등학교,30519,5525,3934,4492,6257,6465,3381,3182,4601,13951,0.457125,0.20502,0.211835,0.365805
20222_3110704,20222,3110704,고척중학교,57503,8862,7351,8767,12528,12512,5482,5104,7381,24980,0.434412,0.217867,0.217589,0.312453
20222_3110703,20222,3110703,개봉역,620683,69159,96408,100916,162573,123152,76149,81390,126910,266483,0.429338,0.261926,0.198414,0.458284
20222_3110702,20222,3110702,개봉초등학교,1085231,121243,165430,178478,301083,215513,121980,126492,193756,465151,0.428619,0.277437,0.198587,0.407497
20222_3110701,20222,3110701,고척동성당,677330,67767,89156,118278,151313,148398,76807,72226,95206,275201,0.406303,0.223396,0.219093,0.360591
20222_3110700,20222,3110700,고척초등학교,963625,106326,124865,151648,251501,198152,121568,122202,165437,382839,0.39729,0.260995,0.205632,0.424654
20222_3110699,20222,3110699,덕의초등학교,504396,51039,62449,81228,127528,101358,57507,61148,92925,194716,0.386038,0.252833,0.200949,0.419472
20222_3110698,20222,3110698,개웅초등학교(개웅중학교),713574,77409,96426,104373,187307,149463,73549,68531,102525,278208,0.38988,0.262491,0.209457,0.342789
20222_3110697,20222,3110697,개봉3동주민센터,551799,55327,76157,91825,159504,107941,60246,65492,98042,223309,0.404693,0.289062,0.195617,0.405546
20222_3110696,20222,3110696,오류동역 1번,594075,79301,100273,91570,165016,118033,58124,60234,101032,271144,0.456414,0.27777,0.198684,0.369297
20222_3110695,20222,3110695,개봉1동주민센터,1610900,178369,244030,243916,485052,312001,155189,158161,241421,666315,0.413629,0.301106,0.193681,0.344386
20222_3110694,20222,3110694,세곡초등학교,1854474,212010,234290,271109,469606,377615,202675,200609,296013,717409,0.386853,0.253229,0.203624,0.377086
20222_3110693,20222,3110693,오류동역 4번,102904,17335,27165,14922,23692,20411,8538,8772,14704,59422,0.577451,0.230234,0.19835,0.311105
20222_3110692,20222,3110692,큰굴다리,1014213,120561,158678,159600,278710,208801,102768,106832,165520,438839,0.432689,0.274804,0.205875,0.369863
20222_3110691,20222,3110691,개봉중학교,715768,81130,83639,98110,201527,152555,85469,74014,98756,262879,0.367268,0.281554,0.213135,0.360786
20222_3110690,20222,3110690,오류2동버들시장,1923619,293983,358098,284935,504086,402372,196482,192473,307819,937016,0.487111,0.262051,0.209174,0.36222
20222_3110689,20222,3110689,오류동역 3번,662904,101742,99850,97992,165323,130654,73987,75817,117758,299584,0.451927,0.249392,0.197093,0.403621
20222_3110688,20222,3110688,오류지구대,970411,132860,159732,151306,241781,194165,99495,102191,175192,443898,0.457433,0.249153,0.200085,0.388369
20222_3110687,20222,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",61932,5931,9005,10084,14946,13105,9327,9803,13682,25020,0.403991,0.241329,0.211603,0.529807
20222_3110686,20222,3110686,수궁동주민센터,759932,88362,105279,127073,178179,151252,79387,81678,140543,320714,0.42203,0.234467,0.199034,0.396888
20222_3110685,20222,3110685,금강수목원아파트,91367,9759,13564,14579,21331,20443,8472,8064,12627,37902,0.414832,0.233465,0.223746,0.319185
20222_3110684,20222,3110684,서울공연예술고등학교,58476,5716,7700,10259,13277,12908,5945,5425,8318,23675,0.404867,0.22705,0.22074,0.336685
20222_3110683,20222,3110683,오류고등학교,277253,29485,35505,43758,64019,62112,32317,30408,41578,108748,0.392234,0.230905,0.224026,0.376202
20222_3110682,20222,3110682,온수역 8번,15035,1564,1990,2291,3370,3343,2280,2397,2686,5845,0.38876,0.224144,0.222348,0.489724
20222_3110681,20222,3110681,온수역 1번,29670,4089,4411,4654,6695,6583,3668,3826,5038,13154,0.443343,0.225649,0.221874,0.42238
20222_3110680,20222,3110680,온수역 5번(온수산업단지),224010,25299,37853,39961,55644,46210,27633,29051,42291,103113,0.460305,0.2484,0.206285,0.441833
20222_3110679,20222,3110679,염창역 2번,249036,40010,55512,44517,52413,51223,33123,34538,48443,140039,0.562324,0.210464,0.205685,0.466214
20222_3110678,20222,3110678,염창무학아파트,170586,19458,34917,31080,35731,34231,17550,17517,26619,85455,0.50095,0.20946,0.200667,0.361612
20222_3110677,20222,3110677,등촌역 1번,183859,29332,45374,29522,31427,37750,21904,22676,30383,104228,0.566891,0.17093,0.20532,0.40772
20222_3110676,20222,3110676,등촌역 7번,452165,68028,107330,69261,88926,100533,44777,39021,56298,244619,0.540995,0.196667,0.222337,0.309834
20222_3110675,20222,3110675,화곡4동주민센터,1681499,192700,269332,273404,383611,358977,174628,157372,218458,735436,0.437369,0.228136,0.213486,0.327361
20222_3110674,20222,3110674,강서구청가양동별관,58835,7657,13954,10395,13441,12473,8794,9430,10784,32006,0.543996,0.228452,0.212,0.49304
20222_3110673,20222,3110673,뜸부기어린이공원,663905,88010,108496,110864,172572,129144,70173,74314,121081,307370,0.462973,0.259935,0.194522,0.400009
20222_3110672,20222,3110672,백석중학교,674317,82698,111185,95623,154963,140692,72634,67710,97403,289506,0.429332,0.229807,0.208644,0.352575
20222_3110671,20222,3110671,등촌1동주민센터,2102388,347633,496177,331879,389124,438568,249307,240380,334793,1175689,0.559216,0.185087,0.208605,0.392164
20222_3110670,20222,3110670,신곡초등학교,1556836,179373,223600,247733,377999,323636,150307,149241,235869,650706,0.417967,0.242799,0.207881,0.343914
20222_3110669,20222,3110669,화곡보람2차아파트,81574,13432,16967,12837,19441,16445,7818,7490,11317,43236,0.530022,0.238323,0.201596,0.326391
20222_3110668,20222,3110668,화곡2동주민센터,1763670,237443,293934,300546,385906,368709,172278,169655,257051,831923,0.4717,0.218809,0.209058,0.339624
20222_3110667,20222,3110667,가양역 10번,53941,8644,10536,7918,14137,11231,8632,8831,10163,27098,0.502364,0.262083,0.208209,0.512152
20222_3110666,20222,3110666,KC대학교,203460,35205,39595,31247,45468,42714,20488,19078,28312,106047,0.521218,0.223474,0.209938,0.333618
20222_3110665,20222,3110665,곰달래도서관,1133828,147190,205730,200417,259224,225590,124684,128577,193731,553337,0.488026,0.228627,0.198963,0.394233
20222_3110664,20222,3110664,강서구청옆,238829,46460,50511,39269,48490,46382,29012,29075,43908,136240,0.57045,0.203032,0.194206,0.427063
20222_3110663,20222,3110663,우장산롯데캐슬아파트앞,257487,44126,51029,43152,51740,54293,33867,34322,42844,138307,0.537142,0.200942,0.210857,0.431218
20222_3110662,20222,3110662,까치산역 1번,2535842,386936,403884,416908,590472,515911,244699,241307,386751,1207728,0.476263,0.23285,0.203448,0.344169
20222_3110661,20222,3110661,강서새말어린이공원,281993,42736,48924,46482,68520,58651,32918,33051,47728,138142,0.489877,0.242985,0.207987,0.403191
20222_3110660,20222,3110660,등촌3동주민센터,710602,107907,123072,119642,154593,145009,116482,114847,138840,350621,0.493414,0.217552,0.204065,0.520923
20222_3110659,20222,3110659,화곡역 4번,4772045,683316,887786,779825,1068376,995746,445146,428355,677899,2350927,0.492646,0.223882,0.208662,0.325102
20222_3110658,20222,3110658,화곡초등학교,888647,142899,163232,144695,193116,186676,95622,97618,142036,450826,0.507317,0.217315,0.210068,0.377288
20222_3110657,20222,3110657,양천향교역 5번,714814,112154,150327,135295,124511,152900,113718,112863,130510,397776,0.556475,0.174187,0.213902,0.499558
20222_3110656,20222,3110656,까치산역 3번,6044827,1106960,1346446,966433,1344596,1275588,645482,637740,945939,3419839,0.565746,0.222437,0.211021,0.368772
20222_3110655,20222,3110655,발산역 5번,389554,68610,71378,70960,68196,80069,68499,68703,86211,210948,0.541512,0.175062,0.20554,0.57351
20222_3110654,20222,3110654,까치산역 4번,2390334,349371,429519,362561,610881,476472,231387,227344,363159,1141451,0.477528,0.255563,0.199333,0.343839
20222_3110653,20222,3110653,화곡역 2번,970114,155273,174442,160857,238273,186934,111639,117145,187725,490572,0.505685,0.245613,0.192693,0.42934
20222_3110652,20222,3110652,양천향교역 2번,312153,46541,65474,49442,59847,66861,43901,45364,54067,161457,0.517237,0.191723,0.214193,0.459172
20222_3110651,20222,3110651,화원중학교,544545,71045,92436,83845,132327,120775,64450,64962,86696,247326,0.454188,0.243005,0.221791,0.39686
20222_3110650,20222,3110650,우장산힐스테이트,80790,8315,8336,13096,11561,15788,12286,13137,16616,29747,0.368202,0.143099,0.19542,0.520349
20222_3110649,20222,3110649,우장산역 1번,999740,102284,104074,167014,155159,203919,110180,105643,159134,373372,0.373469,0.155199,0.203972,0.375055
20222_3110648,20222,3110648,양천향교역 7번,175556,36941,51688,36149,17073,40461,27192,27882,26781,124778,0.710759,0.097251,0.230473,0.466261
20222_3110647,20222,3110647,화곡역 5번,2616813,381882,481531,413558,595724,546197,278935,267188,409661,1276971,0.487987,0.227652,0.208726,0.365247
20222_3110646,20222,3110646,푸른들청소년도서관,1764249,227071,280947,277166,432828,333828,198691,212080,318797,785184,0.445053,0.245333,0.189218,0.413529
20222_3110645,20222,3110645,우장산역 4번,1398176,145001,153717,218107,221761,318186,180976,166970,210677,516825,0.369642,0.158607,0.227572,0.399537
20222_3110644,20222,3110644,신광명마을,93378,12177,12660,15222,21185,21395,14690,14456,15689,40059,0.428998,0.226874,0.229122,0.480145
20222_3110643,20222,3110643,강서구다솔마을,638693,60182,94281,114993,113292,135758,70025,62432,83244,269456,0.421887,0.177381,0.212556,0.337723
20222_3110642,20222,3110642,정곡초등학교,14797,929,2175,3010,3831,3256,1911,2020,2827,6114,0.413192,0.258904,0.220045,0.456714
20222_3110641,20222,3110641,공항고등학교,242290,20585,50352,43878,47618,50131,23502,23027,35223,114815,0.473874,0.196533,0.206905,0.337414
20222_3110640,20222,3110640,방화역 1번,601435,57196,98142,99511,155608,123226,74663,78148,110866,254849,0.423735,0.258728,0.204887,0.438413
20222_3110639,20222,3110639,신방화역 8번,417918,47045,59431,64301,113964,84508,48864,48767,75011,170777,0.408638,0.272695,0.202212,0.4131
20222_3110638,20222,3110638,신방화역 2번,2222969,223532,386246,337722,553969,447896,257117,262682,383938,947500,0.426232,0.249202,0.201485,0.406545
20222_3110637,20222,3110637,송정역 2번,197996,26431,34621,29737,48651,41490,24942,23703,30649,90789,0.45854,0.245717,0.20955,0.400483
20222_3110636,20222,3110636,방화역 2번,635152,55980,107349,97303,168514,118803,81513,83642,126751,260632,0.410346,0.265313,0.187047,0.459584
20222_3110635,20222,3110635,공항시장역 3번,272223,28238,37702,40216,74369,55901,28504,26796,39918,106156,0.38996,0.273191,0.20535,0.349779
20222_3110634,20222,3110634,송정역 3번,2071195,273693,379640,315288,492195,435077,200928,193945,287230,968621,0.467663,0.237638,0.210061,0.329328
20222_3110633,20222,3110633,개화산역 1번,55748,5081,9257,8755,15523,9964,8835,10110,13652,23093,0.414239,0.278449,0.178733,0.584721
20222_3110632,20222,3110632,방화역 3번,686000,63226,110635,106651,197515,124416,102712,114895,147480,280512,0.40891,0.287923,0.181364,0.532197
20222_3110631,20222,3110631,방화초등학교,622572,82542,117642,89530,147266,127194,67763,66540,97519,289714,0.46535,0.236545,0.204304,0.372362
20222_3110630,20222,3110630,공항시장역 1번,1785234,268318,312864,250043,453278,375076,217034,200802,263537,831225,0.465611,0.253904,0.210099,0.381672
20222_3110629,20222,3110629,송정역 4번,157835,26061,30131,24294,33880,34944,20861,19494,26422,80486,0.509938,0.214655,0.221396,0.423081
20222_3110628,20222,3110628,신목동역,267378,33309,49719,48199,50927,58566,25746,26098,38987,131227,0.490792,0.190468,0.219038,0.33971
20222_3110627,20222,3110627,신정롯데캐슬아파트,1355521,145269,141731,239282,262010,242486,175314,180881,266872,526282,0.388251,0.193291,0.178888,0.459651
20222_3110626,20222,3110626,양화초등학교,1477082,223085,315569,227022,332222,322588,140865,129039,198941,765676,0.518371,0.224918,0.218395,0.317413
20222_3110625,20222,3110625,신정2동주민센터,626564,56408,63289,118959,107108,123185,75622,80804,113103,238656,0.380896,0.170945,0.196604,0.43017
20222_3110624,20222,3110624,목동문화체육센터,469052,65242,65636,70095,90821,89483,43618,45759,77262,200973,0.428466,0.193627,0.190774,0.355268
20222_3110623,20222,3110623,갈산공원,85566,9485,8789,13956,22348,18577,8769,8485,12056,32230,0.376668,0.261179,0.217107,0.342543
20222_3110622,20222,3110622,달마을공원,485286,74027,104668,72621,106880,92224,51834,55579,87185,251316,0.517872,0.220241,0.190041,0.400997
20222_3110621,20222,3110621,목동역 5번,272288,24457,30004,50972,37384,43848,41105,51126,71631,105433,0.387211,0.137296,0.161035,0.601797
20222_3110620,20222,3110620,목동보건지소,2192694,260416,271997,355841,421227,453153,220707,215747,338156,888254,0.405097,0.192105,0.206665,0.353269
20222_3110619,20222,3110619,목4동주민센터,329508,40926,38410,59088,63819,57998,35318,40365,66673,138424,0.420093,0.19368,0.176014,0.432026
20222_3110618,20222,3110618,강서고등학교,1553678,202636,204670,251940,292327,322597,152818,145779,219390,659246,0.424313,0.188152,0.207634,0.333394
20222_3110617,20222,3110617,등촌역 4번,514443,70255,97370,84509,120960,101211,60882,64044,96900,252134,0.490111,0.235128,0.196739,0.431196
20222_3110616,20222,3110616,양목초등학교,240829,26274,28832,44598,36286,50179,32773,30840,37301,99704,0.414003,0.150671,0.208359,0.419028
20222_3110615,20222,3110615,신서초등학교,214763,23581,23714,40577,38198,41848,31365,32319,44178,87872,0.409158,0.177861,0.194857,0.502237
20222_3110614,20222,3110614,목동로데오거리,520281,77589,78961,86365,120901,107591,55534,58348,80330,242915,0.466892,0.232376,0.206794,0.373283
20222_3110613,20222,3110613,신정네거리역 4번,235622,25488,29519,43819,47779,45479,29009,31058,45079,98826,0.419426,0.202778,0.193017,0.446249
20222_3110612,20222,3110612,신정역 5번,2090632,304829,324641,312755,475290,427742,199783,198935,301332,942225,0.450689,0.227343,0.204599,0.334851
20222_3110611,20222,3110611,신정역 1번,1150846,164074,179455,185767,270085,231478,116805,121061,189696,529296,0.459919,0.234684,0.201137,0.37152
20222_3110610,20222,3110610,계남근린공원,485195,47722,65545,80764,129382,96862,45158,44726,71715,194031,0.399903,0.26666,0.199635,0.33306
20222_3110609,20222,3110609,신정네거리역 2번,979865,119678,133869,150236,249716,234603,107818,83699,118261,403783,0.41208,0.254847,0.239424,0.316144
20222_3110608,20222,3110608,신월2동주민센터,1592395,179465,257925,232095,409949,337603,157955,148982,224090,669485,0.420426,0.257442,0.21201,0.333477
20222_3110607,20222,3110607,금빛새마을금고본점,157584,16100,23242,26431,38569,29060,20964,22698,31522,65773,0.417384,0.244752,0.18441,0.477104
20222_3110606,20222,3110606,신한은행 신월동지점,1433318,146559,196699,239198,339381,288833,124275,117518,198411,582456,0.406369,0.23678,0.201514,0.307122
20222_3110605,20222,3110605,목동센트럴아이파크앞,45722,4846,7944,7514,10443,9991,4785,4530,6811,20304,0.444075,0.228402,0.218516,0.352697
20222_3110604,20222,3110604,신월4동주민센터,1126231,103726,159124,182980,273295,231845,115141,115252,167935,445830,0.39586,0.242663,0.205859,0.353682
20222_3110603,20222,3110603,지향초등학교,87511,7811,11047,13840,16637,19565,11667,10026,13209,32698,0.373644,0.190113,0.223572,0.39883
20222_3110602,20222,3110602,신월시영아파트중문,190044,19685,28922,29281,46577,37862,25725,26333,38943,77888,0.409842,0.245085,0.199228,0.478842
20222_3110601,20222,3110601,신월1동우편취급국,1400803,166518,242962,249139,378634,288478,136621,136430,209986,658619,0.470172,0.270298,0.205938,0.344829
20222_3110600,20222,3110600,신월7동주민센터,561178,58251,76058,87829,166574,101446,55684,58193,100238,222138,0.395842,0.296829,0.180773,0.381546
20222_3110599,20222,3110599,신월1파출소,1096659,107978,168943,169111,326427,223342,121644,125921,177164,446032,0.406719,0.297656,0.203657,0.387294
20222_3110598,20222,3110598,신월문화체육센터,549782,54973,66505,82369,173003,113709,65481,69590,102848,203847,0.370778,0.314676,0.206826,0.432752
20222_3110597,20222,3110597,신월1동주민센터,1174712,139069,187738,168289,342539,245676,124026,118682,170721,495096,0.421462,0.291594,0.209137,0.351941
20222_3110596,20222,3110596,서서울호수공원,632556,69293,95284,92549,153797,137517,72416,69814,100044,257126,0.406487,0.243136,0.217399,0.383008
20222_3110595,20222,3110595,메디힐병원,587366,67804,88327,85050,146290,124402,73557,70851,96432,241181,0.410615,0.249061,0.211796,0.410034
20222_3110594,20222,3110594,신월중학교,388785,40837,50764,54576,76487,88196,55940,49687,60417,146177,0.375984,0.196733,0.22685,0.427084
20222_3110593,20222,3110593,신월3동주민센터,1094750,126003,151579,170688,316064,232541,114643,109214,153167,448270,0.409472,0.288709,0.212415,0.344393
20222_3110592,20222,3110592,서울금융고등학교,254006,29179,33687,38089,66634,51677,33972,35024,47317,100955,0.397451,0.262332,0.203448,0.457914
20222_3110591,20222,3110591,충정로역 6번,1518109,214981,333959,335513,256898,351034,259185,258312,242638,884453,0.582602,0.169222,0.231231,0.500712
20222_3110590,20222,3110590,만리재,1627584,220686,260643,260928,326133,338542,203097,199967,276254,742257,0.456048,0.200379,0.208003,0.417378
20222_3110589,20222,3110589,애오개역 3번,113929,15162,19114,18275,21970,22587,12188,12463,18746,52551,0.461261,0.192839,0.198255,0.380913
20222_3110588,20222,3110588,한겨레신문사,1056743,182534,193430,162506,214755,227495,116021,109524,151099,538470,0.509556,0.203223,0.215279,0.35642
20222_3110587,20222,3110587,공덕동주민센터,854523,140191,166901,150792,156470,180425,92317,94302,133156,457884,0.535836,0.183108,0.211141,0.374215
