commercial_id,base_year_quarter_code,commercial_code,commercial_name,total_flow,age_20_flow,age_30_flow,age_40_flow,age_60_plus_flow,flow_06_11,flow_11_14,flow_14_17,flow_17_21,age_20_40_flow,age_20_40_ratio,age_60_plus_ratio,morning_flow_score,afternoon_flow_score
20242_3111025,20242,3111025,경찰병원역 3번,948921,133035,192963,163935,195372,206308,105512,105690,146996,489933,0.516305,0.205889,0.217413,0.377479
20242_3111024,20242,3111024,경찰병원역 4번(건너말공원),301057,45546,60126,50058,62477,61936,40480,40061,51838,155730,0.517277,0.207525,0.205728,0.439714
20242_3111023,20242,3111023,문정역 1번,829756,157827,181907,150409,135190,184834,114550,110525,134240,490143,0.590707,0.162927,0.222757,0.433037
20242_3111022,20242,3111022,석촌중학교(방이육교),345652,38166,53341,58725,76206,73838,45505,45020,58237,150232,0.434634,0.22047,0.213619,0.430381
20242_3111021,20242,3111021,방이역 4번,2610313,284387,352208,416388,519386,451975,315167,366716,623158,1052983,0.403393,0.198975,0.17315,0.499956
20242_3111020,20242,3111020,방이동고분군(방산고등학교),239753,22361,25927,38957,53694,51419,24589,22808,30671,87245,0.363895,0.223955,0.214467,0.325618
20242_3111019,20242,3111019,한성백제역 3번,1371132,177215,255093,223367,290558,279002,135595,135419,219590,655675,0.4782,0.211911,0.203483,0.357809
20242_3111018,20242,3111018,풍납초등학교(풍납백제문화공원),104331,11606,14845,15641,29876,21281,9464,9612,15025,42092,0.403447,0.286358,0.203976,0.326854
20242_3111017,20242,3111017,송파나루역 3번,154122,21415,30072,26369,30281,31250,18223,18368,26146,77856,0.505158,0.196474,0.202761,0.407061
20242_3111016,20242,3111016,송파역 2번,736672,75739,115700,109573,154811,173515,108310,94864,106411,301012,0.408611,0.210149,0.235539,0.420248
20242_3111015,20242,3111015,석촌역 3번,1767457,281540,363039,282751,324099,368359,199393,197151,279016,927330,0.524669,0.18337,0.208412,0.382221
20242_3111014,20242,3111014,송파나루역 2번,690375,137031,163338,118781,116469,128673,71217,68369,125568,419150,0.607134,0.168704,0.186381,0.384072
20242_3111013,20242,3111013,송파나루역 1번(송리단길),2472020,497474,591734,403355,439148,445233,304233,311113,468334,1492563,0.603783,0.177647,0.180109,0.438378
20242_3111012,20242,3111012,석촌역 6번,916559,123183,200715,161070,175307,185339,107960,105816,152836,484968,0.529118,0.191266,0.202212,0.399987
20242_3111011,20242,3111011,잠실나루역,41613,4160,4847,7897,9494,8752,4819,5274,7508,16904,0.406219,0.22815,0.210319,0.422969
20242_3111010,20242,3111010,석촌역 7번,1659170,264196,395444,290249,318106,333327,181924,174442,261913,949889,0.572509,0.191726,0.2009,0.372644
20242_3111009,20242,3111009,송파책박물관,258202,33548,52777,44154,47233,55921,28781,27382,37520,130479,0.505337,0.18293,0.216578,0.362828
20242_3111008,20242,3111008,석촌고분역 3번,575007,79146,121469,99027,104838,121592,59847,57378,80467,299642,0.52111,0.182325,0.211462,0.343808
20242_3111007,20242,3111007,석촌고분역 4번,1074619,162130,230704,170457,185955,231548,106556,97735,140343,563291,0.524177,0.173043,0.21547,0.320703
20242_3111006,20242,3111006,석촌고분역 1번,1894399,266281,396521,337589,361318,370954,208572,217009,323959,1000391,0.528078,0.19073,0.195816,0.395661
20242_3111005,20242,3111005,삼전역 3번,1515893,217812,325405,266577,283668,326021,134341,128306,196712,809794,0.534203,0.187129,0.215069,0.303029
20242_3111004,20242,3111004,삼전역 1번,2183079,331302,444044,372120,393577,440033,226993,228931,358145,1147466,0.525618,0.180285,0.201565,0.372899
20242_3111003,20242,3111003,삼전역 4번,2254016,324125,473177,384365,458383,471024,227557,222867,346083,1181667,0.52425,0.203363,0.208971,0.353372
20242_3111002,20242,3111002,한국교통안전공단 강남자동차검사소,4,0,0,0,0,4,0,0,0,0,0.0,0.0,1.0,0.0
20242_3111001,20242,3111001,아래방죽마을공원(율현초등학교),90806,11781,21807,17108,13613,19736,9880,11083,15475,50696,0.558289,0.149913,0.217342,0.401273
20242_3111000,20242,3111000,대왕초등학교(세곡동사거리서남측),77740,6894,8865,12209,19756,17066,10789,11344,13843,27968,0.359763,0.254129,0.219527,0.462773
20242_3110999,20242,3110999,윗방죽마을공원,151560,22412,35086,29414,20176,29047,16499,17288,26399,86912,0.573449,0.133122,0.191653,0.39711
20242_3110998,20242,3110998,은곡마을(은곡마을공원),82896,7371,12783,14982,14995,17249,11981,12356,15890,35136,0.423856,0.180889,0.20808,0.485271
20242_3110997,20242,3110997,대청초등학교,1803050,240466,297916,315984,433678,378252,214048,207771,293960,854366,0.473845,0.240525,0.209785,0.396982
20242_3110996,20242,3110996,대치2동주민센터,873907,71922,67866,171233,93982,158171,91807,106110,163137,311021,0.355897,0.107542,0.180993,0.413149
20242_3110995,20242,3110995,봉은사역 4번,674691,74563,109930,130653,130248,155970,84161,81289,104983,315146,0.467097,0.193048,0.231172,0.400825
20242_3110994,20242,3110994,개포고등학교,520686,45456,66401,92546,109060,118610,73960,63013,74928,204403,0.392565,0.209454,0.227796,0.406965
20242_3110993,20242,3110993,개포지하차도 북측,50318,4132,9704,9426,11136,11236,4707,4731,7102,23262,0.4623,0.221312,0.2233,0.328709
20242_3110992,20242,3110992,도곡초등학교,2182862,239231,218583,365332,230529,396014,249122,283885,468218,823146,0.377095,0.105609,0.18142,0.458675
20242_3110991,20242,3110991,삼성중앙역 5번,202787,38394,53589,47709,20529,38298,44590,44541,41082,139692,0.688861,0.101234,0.188858,0.642117
20242_3110990,20242,3110990,청담역 12번,56304,6461,11579,11674,12003,12633,9133,9015,10820,29714,0.527742,0.213182,0.224371,0.514493
20242_3110989,20242,3110989,대치동아우편취급국,570994,81728,105166,113651,64529,110910,90534,90306,108833,300545,0.526354,0.113012,0.19424,0.507314
20242_3110988,20242,3110988,청담역 3번,136040,15508,23862,28035,28161,31612,20434,21637,22219,67405,0.495479,0.207005,0.232373,0.472582
20242_3110987,20242,3110987,영동대교남단,194717,26973,37369,40399,34246,43180,26427,26592,30566,104741,0.537914,0.175876,0.221758,0.429264
20242_3110986,20242,3110986,삼성중앙역 7번,236859,38109,57311,52178,36117,49329,33303,33503,36492,147598,0.623147,0.152483,0.208263,0.436116
20242_3110985,20242,3110985,청담근린공원,226702,26368,47101,50131,43999,52279,36755,34950,40208,123600,0.545209,0.194083,0.230607,0.493657
20242_3110984,20242,3110984,포이초등학교(개포목련어린이공원),813906,81155,128149,133832,155526,192620,80324,68463,85934,343136,0.421592,0.191086,0.236661,0.288388
20242_3110983,20242,3110983,국립국악고등학교,415882,45371,55883,73470,72277,86280,47554,50759,68696,174724,0.420129,0.173792,0.207463,0.401578
20242_3110982,20242,3110982,강남구보훈회관,358354,35579,64700,79615,55041,76147,41627,46050,55406,179894,0.502001,0.153594,0.212491,0.399278
20242_3110981,20242,3110981,국악고교사거리,488097,67615,92906,89495,83661,97338,67312,67371,88875,250016,0.512226,0.171402,0.199423,0.45802
20242_3110980,20242,3110980,개포지구대옆,467151,60457,76502,88284,93222,97839,51702,51969,68515,225243,0.482163,0.199554,0.209438,0.368587
20242_3110979,20242,3110979,청담초등학교,286654,38218,46750,55774,53285,64519,40897,40370,44020,140742,0.490982,0.185886,0.225076,0.437067
20242_3110978,20242,3110978,도곡2동주민센터(대치중학교),13379,1711,2403,2656,2479,2708,2368,2094,2333,6770,0.506017,0.18529,0.202407,0.507885
20242_3110977,20242,3110977,논현로18길,189668,29662,37901,35119,34671,40174,25594,24431,30775,102682,0.541378,0.182798,0.211812,0.426008
20242_3110976,20242,3110976,언북초등학교,662124,113346,152096,141413,99686,140665,97729,91883,105590,406855,0.614469,0.150555,0.212445,0.445841
20242_3110975,20242,3110975,매봉역 1번,301516,42492,49926,48370,66984,64734,45208,44399,54341,140788,0.466934,0.222157,0.214695,0.477414
20242_3110974,20242,3110974,언주중학교,367338,52098,76105,77025,48219,81157,48211,45669,53528,205228,0.55869,0.131266,0.220933,0.401287
20242_3110973,20242,3110973,강남구청역 4번,1066679,150468,203793,223151,143082,236406,169017,160128,179371,577412,0.541317,0.134138,0.221628,0.476728
20242_3110972,20242,3110972,강남세브란스병원미래의학연구센터,344824,57243,66685,65597,51002,79452,40893,34169,36912,189525,0.549628,0.147907,0.230413,0.324728
20242_3110971,20242,3110971,선정릉역 4번,665744,129013,185920,144319,89145,148129,91429,86441,94157,459252,0.689833,0.133903,0.222501,0.408606
20242_3110970,20242,3110970,학동초등학교,334162,65050,83847,69894,41735,69557,52227,51883,57294,218791,0.654745,0.124895,0.208154,0.483011
20242_3110969,20242,3110969,베르사이유1아파트,794461,176977,213522,173340,73484,182594,130840,129806,117431,563839,0.709713,0.092495,0.229834,0.475891
20242_3110968,20242,3110968,강남구청역 2번,274226,48412,70639,58077,33041,54227,47318,48287,51329,177128,0.64592,0.120488,0.197746,0.535814
20242_3110967,20242,3110967,역삼역 8번,534503,113421,160011,120230,54883,113276,92865,85167,87172,393662,0.736501,0.10268,0.211928,0.496169
20242_3110966,20242,3110966,논현2동주민센터,1589816,280612,405303,351609,219215,324294,273724,276871,294921,1037524,0.652606,0.137887,0.203982,0.531833
20242_3110965,20242,3110965,언주역 6번,925354,193226,282113,191939,101413,204768,144189,137140,145259,667278,0.721106,0.109594,0.221286,0.461
20242_3110964,20242,3110964,싸리고개근린공원,262886,28879,35342,50127,46626,53814,30721,32870,44030,114348,0.434972,0.177362,0.204705,0.409383
20242_3110963,20242,3110963,역삼월드메르디앙아파트,336493,53420,70100,70931,48881,71164,40535,38996,48769,194451,0.577875,0.145266,0.211487,0.381286
20242_3110962,20242,3110962,도산공원북측,84915,19370,20521,16281,9889,14633,17419,17886,18482,56172,0.661509,0.116458,0.172325,0.633422
20242_3110961,20242,3110961,언주역 3번,1381516,212952,289733,293763,199128,301934,180637,176806,198079,796448,0.576503,0.144137,0.218553,0.40211
20242_3110960,20242,3110960,은광여고,111415,14068,22212,19261,17808,26144,17129,15495,17256,55541,0.498506,0.159835,0.234654,0.447696
20242_3110959,20242,3110959,신구중학교,126393,21362,27709,26471,18604,25706,26948,26912,24766,75542,0.597676,0.147192,0.203382,0.622076
20242_3110958,20242,3110958,역삼역 4번,621690,148918,181053,128292,63214,132114,122484,121339,113340,458263,0.737125,0.101681,0.212508,0.574503
20242_3110957,20242,3110957,언북중학교,963487,186778,261112,210882,117943,205075,173140,165658,157473,658772,0.683737,0.122413,0.212847,0.515078
20242_3110956,20242,3110956,언주역 8번,461582,111703,131028,93767,54182,99941,76448,78260,72161,336498,0.72901,0.117383,0.216518,0.491503
20242_3110955,20242,3110955,논현초등학교,2511716,590985,704075,493838,320380,558471,326464,317949,389945,1788898,0.712221,0.127554,0.222346,0.411813
20242_3110954,20242,3110954,국기원,526350,192524,130965,79621,33491,73967,89603,101322,147906,403110,0.765859,0.063629,0.140528,0.643737
20242_3110953,20242,3110953,학동근린공원,424755,89983,119650,88275,50423,89433,79200,81134,76685,297908,0.701364,0.118711,0.210552,0.558013
20242_3110952,20242,3110952,논현목련공원,220602,50294,56517,44558,28059,47270,25709,25228,32996,151369,0.686163,0.127193,0.214277,0.380473
20242_3110951,20242,3110951,신사은행나무공원,453951,85587,116199,98827,61059,89339,66814,68605,79268,300613,0.662215,0.134506,0.196803,0.47293
20242_3110950,20242,3110950,논현역 7번,189849,35412,46866,40907,28750,39673,30845,32291,31518,123185,0.648858,0.151436,0.208971,0.498575
20242_3110949,20242,3110949,한남IC,333823,70860,78397,66228,41114,62034,53891,55718,63673,215485,0.645507,0.123161,0.185829,0.519083
20242_3110948,20242,3110948,헌인가구단지,39,39,0,0,0,15,13,11,0,39,1.0,0.0,0.384615,0.615385
20242_3110947,20242,3110947,청계산입구역 2번(내곡동주민센터),13161,1306,2173,2424,3487,3039,3268,3207,2688,5903,0.448522,0.264949,0.23091,0.696224
20242_3110945,20242,3110945,본마을노인복지센터(서초구립내곡도서관),25592,2618,5066,5124,4774,6213,3652,3580,4971,12808,0.500469,0.186543,0.242771,0.476829
20242_3110944,20242,3110944,서울나래학교(염곡어린이공원),39415,329,6557,7191,13960,10843,5512,5317,4193,14077,0.357148,0.35418,0.275098,0.381124
20242_3110943,20242,3110943,법제교육센터(버들어린이공원),509677,72161,109473,103866,84336,106534,66030,63355,86325,285500,0.560159,0.16547,0.209023,0.423229
20242_3110942,20242,3110942,염곡동 구룡사(포이동성당),1543096,203150,346392,309463,274377,343614,175410,164725,208891,859005,0.556676,0.177809,0.222678,0.355795
20242_3110941,20242,3110941,언남고등학교,155424,21577,33163,33788,22186,34542,22054,20761,23147,88528,0.56959,0.142745,0.222244,0.4244
20242_3110940,20242,3110940,양재근린공원(양재2동주민센터),399132,60199,80395,78914,67773,87229,64049,61163,70410,219508,0.549963,0.169801,0.218547,0.490119
20242_3110939,20242,3110939,양재역 8번(양재동우체국),1847665,261929,420724,341881,366223,383481,271103,266415,324621,1024534,0.554502,0.198209,0.207549,0.46661
20242_3110938,20242,3110938,바우뫼공원,295076,42402,66533,59224,51458,64656,52519,54363,52286,168159,0.569884,0.174389,0.219116,0.539414
20242_3110937,20242,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),50700,6700,11440,10290,10730,11970,9610,9840,9360,28430,0.56075,0.211637,0.236095,0.568245
20242_3110936,20242,3110936,더케이호텔(양재리본타워2단지아파트),216812,26130,38590,46216,32616,49689,31961,32204,35622,110936,0.511669,0.150434,0.22918,0.460247
20242_3110935,20242,3110935,한전아트센터,634534,86869,110419,128041,101926,136112,87612,84372,102603,325329,0.512705,0.160631,0.214507,0.432738
20242_3110934,20242,3110934,우면주공아파트,453069,45785,79225,89071,102980,103779,62847,60470,59783,214081,0.472513,0.227294,0.229058,0.404133
20242_3110933,20242,3110933,한국상담대학원대학교,98867,10420,15452,20769,17445,21521,11061,10959,13441,46641,0.471755,0.176449,0.217676,0.358674
20242_3110932,20242,3110932,서울시인재개발원,238061,25905,41659,47498,44495,53556,37820,37465,37647,115062,0.48333,0.186906,0.224968,0.474383
20242_3110931,20242,3110931,삼성전자서울R&D(서울우면초등학교),27026,2781,7216,8503,1686,6659,5776,5440,4329,18500,0.684526,0.062384,0.246392,0.575187
20242_3110930,20242,3110930,서초동성당,458366,55332,75735,90007,84688,105262,61828,60778,71173,221074,0.482309,0.184761,0.229646,0.42276
20242_3110929,20242,3110929,남부터미널역 1번,1674757,204208,270049,354689,293294,353855,182273,189351,248711,828946,0.494965,0.175126,0.211287,0.370403
20242_3110928,20242,3110928,서초우방유쉘아파트,240590,42412,58956,48753,32956,51486,39480,38595,43155,150121,0.62397,0.13698,0.213999,0.503886
20242_3110927,20242,3110927,잠원역,135859,11878,14166,24073,26047,33537,23022,19732,21839,50117,0.36889,0.191721,0.246852,0.475441
20242_3110926,20242,3110926,신중초등학교,783828,112880,108308,144795,125954,173022,101900,95734,114269,365983,0.466917,0.160691,0.22074,0.397923
20242_3110925,20242,3110925,서초중학교,505744,69136,74031,83141,89200,112455,53570,48530,58817,226308,0.447475,0.176374,0.222356,0.318179
20242_3110924,20242,3110924,반포4동주민센터(몽마르뜨공원),412452,45110,60451,82931,79519,88529,57172,58144,67082,188492,0.457003,0.192796,0.214641,0.442228
20242_3110923,20242,3110923,방배역 1번,45626,6585,7041,7360,11624,9584,7388,7059,8042,20986,0.459957,0.254767,0.210056,0.492899
20242_3110922,20242,3110922,내방역 1번,792893,100558,138711,140301,162011,172787,85502,82899,106074,379570,0.478715,0.204329,0.21792,0.346169
20242_3110921,20242,3110921,서울프랑스학교,381649,32888,46043,78316,70203,79257,45717,44628,56161,157247,0.41202,0.183947,0.20767,0.383876
20242_3110920,20242,3110920,방배역 2번(백석예술대학교),54653,8590,7845,8229,13256,11952,8399,8564,9689,24664,0.451284,0.242548,0.218689,0.487658
20242_3110919,20242,3110919,내방역 8번,608034,71870,95089,119813,125848,126799,65344,65010,90920,286772,0.471638,0.206975,0.208539,0.363917
20242_3110918,20242,3110918,방배역 3번,1090789,153002,200885,197989,202850,230002,122625,119142,160129,551876,0.505942,0.185966,0.210858,0.368445
20242_3110917,20242,3110917,서초소방서,40589,2591,4130,8537,9360,9326,5228,5017,5491,15258,0.375915,0.230604,0.229767,0.387691
20242_3110916,20242,3110916,내방역 4번,619560,79839,115636,111970,111296,128512,74037,73665,102338,307445,0.496231,0.179637,0.207425,0.403577
