query_id,k,precision_at_k,recall_at_k,ndcg_at_k,hits,total_relevant,recommended_count_at_k,matched_gold_ids,match_methods
OH_20260525_0820_관악구_서울농산관_OH_0138,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_0820_관악구_서울농산관_OH_0138,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_0820_관악구_서울농산관_OH_0138,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_0820_관악구_서울농산관_OH_0138,10,0.0,0.0,0.0,0,1,10,,
OH_20260525_1000_도봉구_도봉산입구_OH_0139,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1000_도봉구_도봉산입구_OH_0139,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1000_도봉구_도봉산입구_OH_0139,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1000_도봉구_도봉산입구_OH_0139,10,0.0,0.0,0.0,0,1,10,,
OH_20260525_1030_도봉구_방학역_OH_0140,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1030_도봉구_방학역_OH_0140,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1030_도봉구_방학역_OH_0140,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1030_도봉구_방학역_OH_0140,10,0.0,0.0,0.0,0,1,10,,
OH_20260525_1130_노원구_경춘선숲길_OH_0141,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1130_노원구_경춘선숲길_OH_0141,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1130_노원구_경춘선숲길_OH_0141,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1130_노원구_경춘선숲길_OH_0141,10,0.1,1.0,0.2890648263178878,1,1,10,OH_0141,normalized
OH_20260525_1400_중구_백학시장_OH_0142,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1400_중구_백학시장_OH_0142,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1400_중구_백학시장_OH_0142,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1400_중구_백학시장_OH_0142,10,0.0,0.0,0.0,0,1,10,,
OH_20260525_1430_중구_신당역_OH_0143,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1430_중구_신당역_OH_0143,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1430_중구_신당역_OH_0143,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1430_중구_신당역_OH_0143,10,0.0,0.0,0.0,0,1,10,,
OH_20260525_1530_광진구_어린이대공원_OH_0144,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1530_광진구_어린이대공원_OH_0144,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1530_광진구_어린이대공원_OH_0144,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1530_광진구_어린이대공원_OH_0144,10,0.1,1.0,0.3010299956639812,1,1,10,OH_0144,exact
OH_20260525_1700_강남구_수서역만남의광장_OH_0145,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1700_강남구_수서역만남의광장_OH_0145,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1700_강남구_수서역만남의광장_OH_0145,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1700_강남구_수서역만남의광장_OH_0145,10,0.0,0.0,0.0,0,1,10,,
OH_20260525_1740_강남구_개포동시장_OH_0146,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1740_강남구_개포동시장_OH_0146,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1740_강남구_개포동시장_OH_0146,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1740_강남구_개포동시장_OH_0146,10,0.0,0.0,0.0,0,1,10,,
OH_20260525_1930_성동구_성수동골목상권_OH_0147,1,0.0,0.0,0.0,0,1,1,,
OH_20260525_1930_성동구_성수동골목상권_OH_0147,3,0.0,0.0,0.0,0,1,3,,
OH_20260525_1930_성동구_성수동골목상권_OH_0147,5,0.0,0.0,0.0,0,1,5,,
OH_20260525_1930_성동구_성수동골목상권_OH_0147,10,0.0,0.0,0.0,0,1,10,,
JG_20260310_1740_중구_황학시장입구_JG_0006,1,0.0,0.0,0.0,0,1,1,,
JG_20260310_1740_중구_황학시장입구_JG_0006,3,0.0,0.0,0.0,0,1,3,,
JG_20260310_1740_중구_황학시장입구_JG_0006,5,0.0,0.0,0.0,0,1,5,,
JG_20260310_1740_중구_황학시장입구_JG_0006,10,0.0,0.0,0.0,0,1,10,,
JG_20260311_1510_영등포구_영등포전통시장남문_JG_0009,1,0.0,0.0,0.0,0,1,1,,
JG_20260311_1510_영등포구_영등포전통시장남문_JG_0009,3,0.0,0.0,0.0,0,1,3,,
JG_20260311_1510_영등포구_영등포전통시장남문_JG_0009,5,0.0,0.0,0.0,0,1,5,,
JG_20260311_1510_영등포구_영등포전통시장남문_JG_0009,10,0.1,1.0,0.33333333333333337,1,1,10,JG_0009,alias
JG_20260311_1620_영등포구_대림중앙시장_JG_0010,1,0.0,0.0,0.0,0,1,1,,
JG_20260311_1620_영등포구_대림중앙시장_JG_0010,3,0.0,0.0,0.0,0,1,3,,
JG_20260311_1620_영등포구_대림중앙시장_JG_0010,5,0.0,0.0,0.0,0,1,5,,
JG_20260311_1620_영등포구_대림중앙시장_JG_0010,10,0.1,1.0,0.31546487678572877,1,1,10,JG_0010,exact
JG_20260312_1600_강서구_방신전통시장_JG_0015,1,0.0,0.0,0.0,0,1,1,,
JG_20260312_1600_강서구_방신전통시장_JG_0015,3,0.0,0.0,0.0,0,1,3,,
JG_20260312_1600_강서구_방신전통시장_JG_0015,5,0.0,0.0,0.0,0,1,5,,
JG_20260312_1600_강서구_방신전통시장_JG_0015,10,0.1,1.0,0.3010299956639812,1,1,10,JG_0015,exact
JG_20260312_1725_강서구_남부골목시장_JG_0016,1,0.0,0.0,0.0,0,1,1,,
JG_20260312_1725_강서구_남부골목시장_JG_0016,3,0.0,0.0,0.0,0,1,3,,
JG_20260312_1725_강서구_남부골목시장_JG_0016,5,0.2,1.0,0.38685280723454163,1,1,5,JG_0016,exact
