query_id,rank,recommended_place_name,recommended_district,recommended_place_type,baseline_score,raw_rank,district_bonus,place_type_bonus,time_bonus,context_bonus,target_bonus,rank_bonus,final_variant_score,score
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,1,잠실(송파구청),송파구,subway,0.9611,2,0.45,1.0,0.25,0.35,0.0,0.979592,1.6461,1.6461
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,2,건대입구,광진구,subway,0.5488,9,1.0,1.0,0.25,0.35,0.0,0.836735,1.6188,1.6188
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,3,강남,강남구,subway,0.9318,3,0.45,1.0,0.25,0.35,0.0,0.959184,1.6168,1.6168
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,4,구의(광진구청),광진구,subway,0.4793,10,1.0,1.0,0.25,0.35,0.0,0.816327,1.5493,1.5493
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,5,삼성(무역센터),강남구,subway,0.7312,6,0.45,1.0,0.25,0.35,0.0,0.897959,1.4162,1.4162
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,6,성수,성동구,subway,0.7287,7,0.45,1.0,0.25,0.35,0.0,0.877551,1.4137,1.4137
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,7,선릉,강남구,subway,0.7238,8,0.45,1.0,0.25,0.35,0.0,0.857143,1.4088,1.4088
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,8,서울역,중구,subway,0.9642,1,0.0,1.0,0.25,0.35,0.0,1.0,1.3342,1.3342
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,9,홍대입구,마포구,subway,0.8656,4,0.0,1.0,0.25,0.35,0.0,0.938776,1.2356,1.2356
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,10,고속터미널,서초구,subway,0.8161,5,0.0,1.0,0.25,0.35,0.0,0.918367,1.1861,1.1861
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,1,약수노인복지관,중구,senior_friendly,0.9438,9,1.0,1.0,0.8,0.35,1.0,0.836735,2.0138,2.0138
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,2,성수1가2동노인복지관 대현분소,성동구,senior_friendly,0.9585,1,0.45,1.0,0.8,0.35,1.0,1.0,1.6435,1.6435
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,3,북가좌노인복지관,서대문구,senior_friendly,0.9454,7,0.45,1.0,0.8,0.35,1.0,0.877551,1.6304,1.6304
